Stkcd,year,MA,Experience,Inside_Own,Insiders,Pay_Gap,Director_Pay,IO,Compensation,Female_Board,Gender_Diverse,Board_Size,Independence,Balance,Largest_Own,post2013,Tangibility,Leverage,Liquidity,Size,Asset_Growth,SA,Mean_Age,FCF,Adj_ROA,EBIT,ChairmanHoldsharesRatio,Growth,Productivity,Net_Loss,Ind_Leverage,CAPEX,R&D,StrategyKW,CompetitionKW
2879,2025,0.0,1.0,38.12052484912306,44.44444444444444,12.017934203414654,14.93751379942296,12.1181,13.725038654800198,0.0,16.666666666666664,9.0,33.33333333333333,5.173477672530447,8.868,1.0,4.830725676532521,25.47819735035346,19.44762481315874,21.66672551748024,10.74,-4.215758,57.083333333333336,175746192.625542,0.0036450063291139,6.96590859752459,0.37,19.18,48239.67254833041,0.0,0.926965465986395,2.900507613872451,92848750.78,43.0,3.0
2916,2025,0.0,1.0,0.3439537003236825,22.22222222222222,13.15095083425624,15.586182574861844,82.3024,14.875867001177852,0.0,11.76470588235294,9.0,33.33333333333333,0.2394229461450795,63.9663,1.0,3.0104612456979285,42.116204225625744,6.139054387107716,23.95415907713073,11.92,-4.65212,48.85,-295565736.509287,0.0428826555944056,11.560129387522313,0.11,32.39,108533.92079838245,0.0,1.157242250460406,9.98512410392878,1272224103.81,17.0,11.0
2920,2025,0.0,1.0,0.0450527110927323,16.666666666666664,14.719344019236075,16.560843698512524,81.9782,15.463861443896972,0.0,5.263157894736842,12.0,25.0,4.936704925619368,28.3071,1.0,5.096705552181746,54.54362738961882,3.60891948483055,23.790542921979185,19.26,-4.593044,50.21052631578947,707490410.43082,0.0625686555944056,8.172718937326104,0.0,26.06,214597.1494310932,0.0,1.157242250460406,6.879101136966372,2191848579.05,36.0,9.0
2978,2025,0.0,1.0,33.910833938902826,14.285714285714285,13.582513060040675,15.098941283624926,43.5033,14.347197072397591,28.57142857142857,41.17647058823529,7.0,42.85714285714285,1.6249775911685616,42.394,1.0,8.458182739085608,13.73557187312833,40.22667512788245,22.973946761858084,33.09,-4.343058,44.76470588235294,-1228995007.753307,0.0244843333333333,53.18753646619374,33.92,0.06,459166.5675997843,0.0,1.1717570384615386,11.08536892466526,60175433.39,13.0,4.0
300033,2025,0.0,1.0,56.02928229800016,36.36363636363637,12.460050191230565,15.052231248750012,20.2434,14.082709271474654,9.090909090909092,6.666666666666667,11.0,45.45454545454545,3.923249814546219,9.0319,1.0,3.4448287616387345,27.350940541117858,83.81265879170435,23.119022603636058,11.49,-4.054809,53.73333333333333,968854639.321748,0.1649335833333333,42.01351466986306,36.13,17.47,357996.8965992539,0.0,1.2418496363636364,0.9445407690433204,1193243542.03,7.0,5.0
300059,2025,0.0,1.0,20.4813574122658,16.666666666666664,14.411551947574676,16.405535194002223,21.1392,15.42252553746562,33.33333333333333,36.36363636363637,6.0,33.33333333333333,7.480266413724845,4.8496,1.0,0.1525134026508796,73.65040315336829,33.05127655947423,26.448057261154013,500.41,-3.208194,47.45454545454545,4932838246.598157,0.0327997499999999,349.94205400708904,19.4,-19.99,1728438.9826690643,0.0,1.248019125,0.0766439266750217,1142623276.82,13.0,8.0
300159,2025,0.0,1.0,0.230730255278333,55.55555555555556,12.580391024641502,14.57318063453972,10.92,13.738305487055303,33.33333333333333,31.25,9.0,33.33333333333333,1.8386028938718697,8.5491,1.0,12.342933379474392,112.06597979673828,19.25521878315316,21.64053935686216,-15.66,-3.73411,49.375,-177465975.307287,-0.1667706925287356,-27.696309186527497,0.07,-44.16,-274311.33632258064,1.0,1.1709310868263465,1.637072491471596,45695482.61,20.0,13.0
300304,2025,0.0,0.0,3.423370368700445,55.55555555555556,12.800007041018526,14.622521994673267,44.874,13.77468856344402,44.44444444444444,46.15384615384615,9.0,33.33333333333333,0.4437407031820344,40.1347,1.0,1.0834280376165302,21.327143615613785,33.38534310204578,22.111607626608293,8.15,-3.834739,47.61538461538461,129358369.929689,0.0672395459183673,21.69451584035856,0.37,28.35,223183.8439742268,0.0,1.115356340206186,3.8824132168440433,146112849.94,49.0,12.0
300353,2025,0.0,1.0,15.35791681392178,22.22222222222222,12.997706772804774,14.522659258160031,10.3509,14.363920942057536,11.11111111111111,23.52941176470588,9.0,55.55555555555556,8.068904933814679,4.155,1.0,15.480486819713068,42.60691152921303,14.116181438424675,22.081771004021697,4.36,-4.113998,51.52941176470589,394165287.013164,-0.0204443444055943,6.590832339148316,14.27,-11.52,29906.082765657982,0.0,1.157242250460406,3.523962465244717,303012296.32,30.0,5.0
300388,2025,0.0,1.0,0.181785876424908,11.11111111111111,12.81746732421786,15.11182550546464,63.9778,14.236783396277952,22.22222222222222,23.52941176470588,9.0,33.33333333333333,9.052300061707554,17.1778,1.0,70.05893023883164,71.05470595430117,5.733566989294705,23.52403603817377,4.44,-4.182198,54.5,-927248821.455369,0.0247228196721311,18.248112972208173,0.0,-7.04,143379.42517279412,0.0,2.1764356037735846,4.164678736171678,23397103.78,45.0,9.0
300489,2025,0.0,1.0,0.4928316898394301,25.0,13.118515985675437,15.01863300083537,46.3998,14.320217500722087,12.5,20.0,8.0,50.0,2.662012877668816,29.9899,1.0,1.9295311788511549,77.69420365212912,1.5306961627090223,22.126723120024018,21.93,-3.875085,48.266666666666666,-540317685.15078,-0.0235373444055943,10.720308891823018,0.21,43.82,14445.863517679058,0.0,1.157242250460406,4.26529535771734,156233780.85,27.0,11.0
300505,2025,0.0,1.0,27.838405079524414,42.85714285714285,11.375959609897071,14.605693701035811,2.5232,13.51629556969877,0.0,0.0,7.0,42.85714285714285,2.8792579537512526,6.5818,1.0,5.108725148898055,28.111542091833407,20.40449379540016,22.00673904562817,1.55,-3.911798,51.76923076923077,229474858.111419,0.0208383866279069,6.96999796243496,26.33,18.3,89778.89582082325,0.0,1.266635704049844,1.9707023308644736,121335204.3,12.0,10.0
300708,2025,0.0,1.0,34.04108719162284,60.0,13.047609042557086,14.851750865739549,0.5338,13.941966981916831,20.0,27.77777777777778,10.0,30.0,5.531130318314043,4.7783,1.0,0.656843918263018,41.34950895746874,33.525474455342895,22.256309514261577,-2.27,-3.717244,41.77777777777778,390719367.807933,0.0108556555944056,6.116136552188644,19.11,11.23,133147.1193056501,0.0,1.157242250460406,11.633135804910498,129483955.76,16.0,6.0
300750,2025,0.0,1.0,4.579755873679409,11.11111111111111,14.672688025345922,16.331915874811646,61.324,15.563492279846434,11.11111111111111,20.0,9.0,33.33333333333333,3.741288940592656,23.2951,1.0,2.5643392485505423,65.23824441586552,38.5824520367916,27.39105958564576,9.69,-2.600472,53.125,13809999416.096216,0.0402430063291139,16.31162244169024,0.0,-9.7,409179.5769312362,0.0,0.926965465986395,3.9635951232655113,18606756000.0,37.0,6.0
300765,2025,0.0,1.0,0.0,0.0,12.099461347970696,14.035208178874184,85.7163,13.196357057312657,16.666666666666664,18.75,12.0,33.33333333333333,0.2611697455067743,62.3828,1.0,4.61305732963677,25.343011011067865,14.48132032566119,22.51870448889361,6.92,-3.877194,51.0,1717568425.531435,-0.1014584246575342,-13.336427282012108,0.0,-20.82,-121919.0928990752,1.0,1.2083507361111114,7.933711719140015,842200779.58,18.0,10.0
300803,2025,0.0,1.0,1.5605844880321422,57.14285714285714,12.310368308719513,15.643810870649055,51.9909,14.582929982898808,14.285714285714285,35.714285714285715,7.0,42.85714285714285,0.7103472287383512,40.4978,1.0,1.0829384112189306,79.53139519129395,60.32190780643237,23.10961206810518,100.22,-4.055399,47.92857142857143,-102612119.558514,0.0084085833333333,9.963422342778811,0.0,22.75,38303.90514705882,0.0,1.2418496363636364,1.085032088456422,162573764.0,52.0,6.0
300842,2025,0.0,1.0,14.75275340028105,20.0,14.51754314611219,15.474386044000706,24.7999,15.068273526459642,20.0,30.0,5.0,40.0,12.020001576478938,5.0746,1.0,0.484255727872765,78.58025705415376,25.966876954798103,22.781461192046773,15.43,-3.71121,45.285714285714285,117277118.05241,0.0127106555944056,3.2071259079918297,14.76,59.85,469046.1650679348,0.0,1.157242250460406,1.903468133895332,482231629.67,24.0,7.0
300896,2025,0.0,1.0,41.42105975364612,55.55555555555556,12.280901786150825,15.832411581169213,29.9782,14.821276296266031,11.11111111111111,35.714285714285715,9.0,33.33333333333333,9.69031818298737,7.7754,1.0,1.5649320152777484,4.680413487993228,18.160405036506702,22.844387355770923,21.72,-3.948896,52.785714285714285,982390815.905964,0.2037133074712643,74.35580241497001,31.09,5.45,1599621.3526165169,0.0,1.1709310868263465,2.868475924284788,303683955.88,32.0,7.0
300918,2025,0.0,1.0,0.0,0.0,13.436297821000176,14.51170309671018,73.3607,13.974392883024466,0.0,6.666666666666667,9.0,33.33333333333333,0.4425050148296736,67.4998,1.0,7.0688218640101175,52.38838382641621,12.973313423582548,22.254193901469105,25.64,-3.83722,48.68181818181818,-270043431.18691,-0.0028079772727272,14.41083693410136,0.0,0.98,37696.75582476266,0.0,1.0870867674418605,19.68741345198858,57445516.25,20.0,8.0
301020,2025,0.0,1.0,0.0,0.0,11.504893293272964,14.757430049472244,71.2151,13.713477832399125,11.11111111111111,14.285714285714285,9.0,33.33333333333333,6.082765957446811,11.28,1.0,1.132851654105752,23.42929218277046,51.96298264647251,20.923306988372747,4.64,-4.386053,54.13333333333333,36345267.514496,0.035212321888412,14.9788088781271,0.0,2.84,173884.730552017,0.0,1.3317051889400924,2.346421560368274,24762584.28,15.0,4.0
301069,2025,0.0,1.0,9.09049120732778,44.44444444444444,11.555505912505346,14.433610864201308,59.867,13.26542422024498,11.11111111111111,15.384615384615383,9.0,33.33333333333333,0.8368428620858555,44.5074,1.0,7.686792639297479,31.50810953255669,17.996449143115253,21.594024857721912,-3.79,-3.891038,50.23076923076923,201540672.003125,-0.007220613372093,9.097623536401864,3.8,-5.97,61320.22107929516,0.0,1.266635704049844,0.270601969619115,53803033.87,16.0,6.0
301127,2025,0.0,1.0,2.011418289905812,54.54545454545454,12.96729375696193,14.45930991889388,53.7475,13.527961809957729,45.45454545454545,42.85714285714285,11.0,36.36363636363637,2.4858434255081128,13.3189,1.0,52.04724068584407,54.67557604606559,19.796066285104224,22.70375869308733,26.98,-3.753598,44.61904761904762,520077526.18964,0.0147168571428571,22.85312090305204,0.46,1.96,353731.28511087643,0.0,1.747422142857143,9.002774785845656,65421255.1,26.0,2.0
301277,2025,0.0,0.0,65.69348668393727,44.44444444444444,11.765550145606609,14.33042779963352,74.7221,13.098070684835283,11.11111111111111,20.0,9.0,33.33333333333333,9.704995287464657,0.3183,1.0,2.7011550884306312,14.92450356778717,15.525075325625489,21.31865366489536,12.69,-3.869039,55.53333333333333,136314411.313072,0.061327290102389,26.778506904992973,63.21,11.51,166038.2812859885,0.0,0.8489369783393497,6.108255762531415,55488674.72,15.0,10.0
301308,2025,0.0,1.0,47.76599640697565,36.36363636363637,14.57878478141038,15.18218877439902,29.7755,15.080569054268048,9.090909090909092,19.047619047619047,11.0,45.45454545454545,3.3290572020188947,6.1816,1.0,3.4702276580236258,59.1664701555474,6.066113136808153,23.55038224488152,23.52,-4.099588,52.42857142857143,-58861182.164499,-0.0014673444055943,5.211670864778892,38.96,72.48,132259.6290314136,0.0,1.157242250460406,5.584215843135048,910301240.86,61.0,13.0
301358,2025,0.0,1.0,0.0,0.0,12.033569397673556,15.207488735552465,78.5593,14.081713598738933,22.22222222222222,15.789473684210526,9.0,33.33333333333333,8.756421612046058,3.9515,1.0,3.6656763538085175,61.5697198757033,4.9152171845045896,24.135801028185625,13.24,-3.346193,49.578947368421055,1962392268.515534,-0.0119253444055943,3.802827440214214,0.0,-45.36,82951.93183492689,0.0,1.157242250460406,4.287115761640608,291541685.42,23.0,2.0
301389,2025,0.0,0.0,0.0,0.0,13.029973928110982,14.293606357107343,75.6133,13.860675109918647,60.0,70.0,5.0,40.0,4.662820216939765,1.2999,1.0,1.0360496518624691,3.991966496105969,64.47980348589768,21.56050639952948,0.13,-4.088709,51.54545454545455,78867548.913974,0.0042296555944056,21.40040670988447,0.0,8.51,176842.33634408604,0.0,1.157242250460406,2.217141933414472,25273780.48,17.0,7.0
600050,2025,0.0,0.0,0.0029206474366441,0.0,12.653766757856047,14.433556966014969,70.7041,13.626526858296767,0.0,15.0,13.0,38.46153846153847,2.7267815049864006,35.8475,1.0,10.383398179369694,45.1890316960874,8.13165862402595,27.234768494665776,1.51,-3.066704,55.851851851851855,13573563543.727392,0.0242960625,6.369263281669333,0.0,4.56,85615.66414675605,0.0,0.95151925,11.257094277834929,13071790017.0,36.0,9.0
600062,2025,0.0,1.0,0.1068208367413511,7.142857142857142,14.072096622278698,14.863145291867516,70.3754,14.651458537155891,0.0,31.25,14.0,42.85714285714285,0.387038134559164,60.2367,1.0,19.486314845580846,33.40670145970477,17.084531499167298,23.5378356225128,8.13,-4.180839,52.125,2713460652.412706,0.064867290102389,16.329820959216747,0.02,9.68,123061.06604219473,0.0,0.8489369783393497,3.8205511286503424,795689239.71,64.0,9.0
600063,2025,0.0,1.0,0.0054501651973737,20.0,12.80920394008019,14.75848216841976,39.2128,13.865252649859087,10.0,5.263157894736842,10.0,30.0,0.6554794844981435,27.4451,1.0,5.256666542647932,45.42437886210497,2.071181884439397,23.457987488423026,9.32,-4.188479,53.26315789473684,1218101276.13267,-0.007409613372093,4.599882693041018,0.0,-2.82,78920.57938843341,0.0,1.266635704049844,3.819032863514359,439129134.82,16.0,5.0
600113,2025,0.0,1.0,0.4088995210853098,18.181818181818183,12.213461943962027,14.285826638392054,48.3958,13.666314251602149,9.090909090909092,26.31578947368421,11.0,27.27272727272727,0.5063223286447405,48.131,1.0,14.065728274612502,29.324808341069023,21.316875816579703,22.006558257127534,-3.43,-4.231792,51.47368421052632,151095521.303535,0.0295778985507246,21.98623138477642,0.0,-18.44,114218.25168880456,0.0,1.7998192096774197,2.896075342490537,9036200.0,18.0,13.0
600151,2025,0.0,1.0,0.0,0.0,12.558699406622337,14.768865833975246,41.7657,13.722188400732902,0.0,5.88235294117647,9.0,33.33333333333333,1.705142649738746,26.4494,1.0,7.417992577371072,36.66145490448455,15.436890999644463,22.83763896143938,-24.06,-4.18916,50.63636363636363,-271267876.853311,-0.039089993670886,0.2275714877336983,0.0,-42.02,-50938.46248704664,1.0,0.926965465986395,1.288191803975216,183189029.35,17.0,6.0
600176,2025,0.0,1.0,0.3363803199470485,22.22222222222222,11.4693914629465,15.145525530552948,66.3565,14.55003957630299,11.11111111111111,13.333333333333334,9.0,33.33333333333333,4.285711637494763,26.9723,1.0,2.608876778155355,41.08420400861327,5.851308095571227,24.700666074111417,2.5,-3.927435,52.85,4081092119.356766,0.0386215961538461,20.312781560540635,0.0,6.59,187809.7111434512,0.0,1.754104821052631,2.4409507191812523,528291814.11,42.0,9.0
600211,2025,0.0,1.0,0.0,0.0,14.51160339581279,15.959744494802944,64.2358,15.030334277594449,22.22222222222222,31.25,9.0,33.33333333333333,3.1965606760926395,32.2796,1.0,31.727303418434705,16.751138731997607,34.71869798725319,22.280849948702866,3.49,-4.15749,50.25,467083737.926566,0.188604290102389,39.36644133990128,0.0,-10.45,1773616.1001006712,0.0,0.8489369783393497,0.7919548156968081,28963046.8,17.0,3.0
600237,2025,0.0,1.0,0.1918856386938266,28.57142857142857,11.61908566079862,14.632201924615677,22.0105,13.854731271117556,0.0,14.285714285714285,7.0,42.85714285714285,0.5221019115471902,17.7134,1.0,2.8656823084019583,21.604310722203028,18.93734140131545,21.60633180438445,0.69,-4.251869,48.21428571428572,-34818951.851928,0.0098236555944056,9.350288393330786,0.05,18.91,52181.88764274489,0.0,1.157242250460406,7.83225136110549,47698013.87,14.0,8.0
600282,2025,0.0,1.0,0.2088650080520179,11.76470588235294,14.14938201288543,14.99416555430592,83.0952,14.930652148583594,11.76470588235294,8.571428571428571,17.0,29.411764705882355,0.6329616399083574,57.1349,1.0,8.962520098932915,59.78659907904459,9.09636263250906,24.958920031118684,-5.56,-3.873143,53.34285714285714,5995972329.628713,0.0179093,5.1110041635915735,0.06,-14.79,156182.61679988602,0.0,3.095015235294118,2.958438473535571,2445807710.45,80.0,12.0
600325,2025,0.0,1.0,0.1167043203943682,42.85714285714285,12.589428468050237,15.99061449014224,51.1597,14.782646483843996,21.428571428571427,17.391304347826086,14.0,35.714285714285715,1.876449282693592,19.7684,1.0,0.1549421198719991,70.26175473660797,7.900540998279607,26.76422297188798,-6.95,-3.613427,51.56,6085736684.292888,0.0233369659090909,4.123062483098037,0.0,-16.84,91921.44996793194,0.0,3.4054799130434774,2.4521790215596933,85156415.41,44.0,8.0
600332,2025,0.0,1.0,0.0001414778462384,0.0,12.562634583083923,14.1061108682151,76.054,14.198532355238466,33.33333333333333,37.5,9.0,44.44444444444444,2.0252714073218927,45.043,1.0,4.40113307610255,53.76106045844181,22.370644211737257,25.126119225308205,3.94,-3.914934,55.23809523809524,3501950472.934268,0.002673290102389,4.861543992501779,0.0,1999.27,106643.37704563224,0.0,0.8489369783393497,1.381114433774684,828407000.0,73.0,5.0
600353,2025,0.0,1.0,0.0491968232564951,44.44444444444444,11.104957226643943,14.4409140864377,44.4383,13.38779984090879,11.11111111111111,7.142857142857142,9.0,33.33333333333333,2.437461167648635,28.005,1.0,3.7207757430156274,40.830596834221744,9.109407679527536,21.89799079075617,7.99,-4.347749,57.1764705882353,15839430.426691,-0.0031293444055943,7.571745875942271,0.01,20.48,43039.89311676083,0.0,1.157242250460406,3.895847833841098,91775860.33,32.0,6.0
600359,2025,0.0,1.0,0.0,0.0,12.558429948524369,14.024392899926214,40.6459,13.237476184504834,14.285714285714285,26.666666666666668,7.0,42.85714285714285,0.1481944475448505,40.3173,1.0,3.647819091925654,46.31971595541173,25.736990231568363,20.97953687156667,3.53,-4.072987,47.42857142857143,-9416290.171871,0.0142807,6.110494607489182,0.0,4.26,109558.72625,0.0,2.990779,6.865538346285363,16842506.34,21.0,7.0
600422,2025,0.0,1.0,0.0654781106003057,0.0,14.226498846728548,14.779867382407469,63.247,14.779867382407469,16.666666666666664,17.857142857142858,12.0,33.33333333333333,2.2631605223555926,28.0422,1.0,6.729024650397072,46.50645323787128,17.965852202961113,23.257864397665934,31.84,-4.285219,51.42857142857143,1190494172.793631,0.025504290102389,11.290416819763957,0.0,9.07,142411.50058009478,0.0,0.8489369783393497,0.6298370400982437,94254700.0,58.0,7.0
600425,2025,0.0,1.0,0.0063064341643677,0.0,11.070796372490472,14.340475745283983,49.127,13.484781795970129,0.0,15.789473684210526,7.0,42.85714285714285,1.1307811521672522,22.5193,1.0,6.042413044592728,29.896282577263094,13.348477759818614,22.978509268449702,-1.62,-4.102827,53.73913043478261,416196892.737457,0.0180735961538461,61.99234872481738,0.0,-87.73,102948.40220039946,0.0,1.754104821052631,2.593696792603521,103821900.0,10.0,7.0
600433,2025,0.0,1.0,0.1699837747286917,37.5,13.532465337725911,15.02354510224488,46.5933,14.126811496014689,25.0,22.22222222222222,8.0,37.5,3.5987562991556623,17.9786,1.0,5.984467809388969,44.16511618992959,10.731207878931404,23.14155976791492,8.54,-4.373365,48.93333333333333,-615490722.583308,-0.016821487804878,3.234136676321035,0.04,2.5,47296.96524371314,0.0,1.1787310555555552,6.59993544183398,365562042.71,45.0,7.0
600470,2025,0.0,1.0,0.0,0.0,13.388303657880554,14.80642627117701,27.0632,13.994994759938068,0.0,6.25,7.0,42.85714285714285,2.0315180793441665,20.493,1.0,7.155134793689879,69.33344614031128,18.85675377719447,22.67309351687313,18.83,-4.114397,49.333333333333336,-129822946.573421,-0.020964613372093,1.716789877182871,0.0,-9.83,22885.9698433776,0.0,1.266635704049844,6.257763374074235,206826922.89,11.0,6.0
600506,2025,0.0,1.0,0.0,0.0,13.892888178985618,15.89603900874435,41.4638,14.914122846632385,11.11111111111111,21.428571428571427,9.0,33.33333333333333,2.994098059723793,9.3698,1.0,14.72377063318962,77.30065167414195,10.40401868975908,21.393564256622785,-7.99,-4.115669,46.57142857142857,175061389.822906,0.0303100769230769,4.350528302911469,0.0,3.35,36077.67788505747,0.0,1.599298090909091,0.8482228246585238,44603126.32,41.0,4.0
600507,2025,0.0,1.0,1.0470821866370144,56.25,11.946265109844372,14.496989933656538,47.5976,13.15114517882978,31.25,20.6896551724138,16.0,31.25,1.8321277062958872,31.4221,1.0,8.53172895442064,50.18600639604723,30.86579320808412,23.680670044393413,-2.67,-4.085804,51.13793103448276,447047846.57009,-0.0007167,2.003363397496222,0.0,-18.67,39311.37341337907,0.0,3.095015235294118,0.2662649123064893,103942645.44,19.0,5.0
600523,2025,0.0,1.0,0.0050109441620162,11.11111111111111,12.61364663948569,13.69717737100241,53.4756,13.69717737100241,0.0,11.76470588235294,9.0,33.33333333333333,1.819239114867768,37.0069,1.0,4.063405826794717,25.054938124009524,11.380386235343014,22.152990785256296,8.94,-4.155639,51.588235294117645,113116818.587936,0.0030385459183673,7.807330711428155,0.0,1.95,54339.72716236272,0.0,1.115356340206186,2.95185490694316,155907712.11,18.0,3.0
600535,2025,0.0,1.0,0.0,0.0,13.505219256725704,15.782175262041148,56.9567,14.741751620691597,11.11111111111111,18.75,9.0,33.33333333333333,0.5889661202185792,45.75,1.0,7.666299821451816,19.130913267761425,19.98864132759936,23.429734478889007,-10.4,-4.151051,56.90909090909091,2178562935.523702,0.023298290102389,12.27930577692186,0.0,-2.03,78395.28974630407,0.0,0.8489369783393497,3.772258909085286,1039118567.68,42.0,4.0
600582,2025,0.0,1.0,0.0058088615649062,0.0,13.00155075718758,-inf,71.3376,14.104891187051637,0.0,4.3478260869565215,9.0,33.33333333333333,0.811691526613796,55.5445,1.0,4.703778916955743,46.2357806701538,24.55772919849391,24.770906605050754,7.57,-3.873237,53.65217391304348,7566404260.850142,0.0293353074712643,12.703948821359454,0.0,2.0,191823.26135485663,0.0,1.1709310868263465,1.215997592359076,2188374068.14,17.0,7.0
600583,2025,0.0,1.0,0.0004522995003978,16.666666666666664,12.802123677392371,14.697375462823413,68.7522,14.038654109278484,0.0,6.666666666666667,6.0,50.0,0.4870893058208825,55.3301,1.0,6.192151030236069,41.37536715661229,12.579164759926734,24.599265372746608,11.51,-3.907184,49.86666666666667,810336527.957396,0.0272134615384615,8.451549208809643,0.0,-2.59,222546.1421009772,0.0,1.3734380769230772,1.963847947572396,1227337300.0,10.0,7.0
600589,2025,0.0,1.0,0.0130729529965847,40.0,13.340253151769993,14.214957593746876,39.3727,14.264992551489213,40.0,60.0,5.0,40.0,5.93892624352365,15.5566,1.0,17.718634292951272,60.27635611681418,10.36470764183797,21.240926145096708,-14.35,-4.181649,43.84615384615385,285934759.577562,-0.043452613372093,-0.3999654621538799,0.0,10.51,-146525.9812162162,1.0,1.266635704049844,5.793683290167103,16521546.13,53.0,10.0
600660,2025,0.0,1.0,0.0273662317124528,11.11111111111111,15.058962455522025,16.408845512928146,75.7852,15.645865544951691,11.11111111111111,11.11111111111111,9.0,33.33333333333333,7.000218983217127,22.8328,1.0,3.769255520207013,43.58385841491163,29.696951649496217,24.870427089419127,11.7,-4.172393,60.45,4055408530.426729,0.1098675961538461,21.23757125284083,0.01,18.37,197943.5075178053,0.0,1.754104821052631,8.664837558971945,1677751298.0,41.0,7.0
600688,2025,0.0,1.0,0.001699045033249,8.333333333333332,12.681507925189749,15.04354162738328,85.0225,14.030783214897914,8.333333333333332,9.090909090909092,12.0,41.66666666666667,2.550482682293958,51.1413,1.0,2.1205985567547527,39.80154916983484,28.960182970575616,24.45542839057568,5.32,-4.213682,55.18181818181818,-3143464633.828862,0.0219740769230769,0.2953892689344842,0.0,3.23,45734.11798071469,0.0,1.599298090909091,4.562248399477904,173953000.0,21.0,3.0
600721,2025,0.0,1.0,0.46515536419656,40.0,13.125199352223538,15.090733683818376,9.222,14.105040921273671,40.0,45.0,15.0,40.0,6.594926159282594,8.9991,1.0,2.292412632058066,31.93793579721165,24.40891564449924,20.83171127586662,4.95,-4.174176,50.7,17046024.671536,0.0071701428571428,9.193524959947228,0.15,4.46,56742.87693570452,0.0,0.8556532857142859,2.207764289901039,46542219.12,34.0,6.0
600727,2025,0.0,1.0,0.0,0.0,12.332778715207375,14.656603493272527,39.6458,13.745409930284785,33.33333333333333,23.07692307692308,6.0,33.33333333333333,0.7550435643622194,34.2367,1.0,7.230717196396719,59.109047393316175,28.63015050080452,22.892919320381534,2.8,-4.266878,54.30769230769231,-315907275.684842,0.0104543866279069,7.364322758766445,0.0,15.06,128474.20655925528,0.0,1.266635704049844,4.362164895844371,58265916.36,32.0,11.0
600730,2025,0.0,1.0,0.5031574048207721,11.11111111111111,12.931021257389292,14.436355826768814,21.5198,13.990219881756088,22.22222222222222,31.25,9.0,33.33333333333333,0.6606294848171617,20.0259,1.0,0.825666972451135,12.061434391704172,49.40464267103175,21.453607375738542,0.93,-4.400635,45.11111111111112,1559896.293862,0.0129586666666666,30.16072353631132,0.0,22.25,130404.77201995012,0.0,1.64769075,0.2302116171632729,17617608.76,45.0,6.0
600750,2025,0.0,1.0,0.1314459366451121,44.44444444444444,12.898552937102416,-inf,66.8571,14.089347223594002,11.11111111111111,26.666666666666668,9.0,33.33333333333333,0.9626057168320692,43.0868,1.0,10.712145666103709,31.289443366116508,15.479238500208933,22.59628875391848,6.19,-4.276045,49.130434782608695,737530085.226481,0.098161290102389,21.42491275060282,0.03,1.03,205764.46420612145,0.0,0.8489369783393497,4.467887538413148,146213600.0,31.0,0.0
600769,2025,0.0,1.0,0.0,0.0,10.298902324790792,13.505173794947687,21.6341,12.889926779178529,28.57142857142857,27.27272727272727,7.0,42.85714285714285,1.485873230107227,20.0789,1.0,2.5615499985592893,69.05705860221427,32.42823039504538,19.622920092010744,16.16,-4.069843,49.81818181818182,-7851414.913986,0.0069948571428571,23.4590416449103,0.0,13.71,210050.04147540985,0.0,1.747422142857143,4.108160979717177,382911.57,7.0,6.0
